url,full_text,created_at,user_id_str,user/location
https://twitter.com/mattyryze/status/1377408212954087426,@SynphZ I spent years and thousands of hours learning Mandarin (and I hate learning languages) and moved to China to build my moat. My time horizon is hella long.,Wed Mar 31 23:51:23 +0000 2021,14206218,"Sacramento, California"
https://twitter.com/MoscowTimes/status/1377404733204307972,"Three out of four Russians view China favorably, an independent poll said Tuesday, a 10% jump from last year as Moscow’s ties with the West grow increasingly strained
https://t.co/WpgYb9DPFQ",Wed Mar 31 23:37:33 +0000 2021,19527964,"Tulsa, Oklahoma"
https://twitter.com/shalla_kpopping/status/1377408004690042885,"@XUXlSUSHI I mean, Fan Bingbing just *poof* vanished for a year and they all have family in China. They’re not choosing money, they’re choosing the safety of their loved ones.",Wed Mar 31 23:50:33 +0000 2021,1334587065657217025,Florida
https://twitter.com/yuenyuenang/status/1377406228515540994,Who in China plays the role of “understanding US for China”? Any suggestions?,Wed Mar 31 23:43:30 +0000 2021,844625427356422146,"Houston, Texas"
https://twitter.com/MekongEye/status/1377407079816683521,"""Big money in dirty energy: Indeed, if the EU takes a strong forceful stance on coal consumption in the region, it could spark anger from the main exporters of the commodity, China, India and Australia."" https://t.co/shyqIG0oTB",Wed Mar 31 23:46:53 +0000 2021,3283054495,U.S.A
https://twitter.com/True_Canuck1/status/1376984512052224001,When the hell are we going to hold the Chinese government responsible for the pandemic?,Tue Mar 30 19:47:45 +0000 2021,4837910997,U.S.A
https://twitter.com/BuerhanSaiti/status/1377203478498529281,Uyghur fathers and mothers are demanding beloved ones from Chinese government! Stop genocide! Close the camps! https://t.co/IvLEsrn0zC,Wed Mar 31 10:17:51 +0000 2021,1039975648750718976,OR
https://twitter.com/msAtTwitts/status/1377280780972519425,"This is the message to Chinese government:

Us Iranians know, we have an incompetent government but
“IRAN IS NOT FOR SALE”!

Millions of Iranians are against this so called Iran-China Treaty! 
 #No2China
#نه_به_جمهوری_اسلامی https://t.co/o2ExiXrull",Wed Mar 31 15:25:01 +0000 2021,51272945,U.S.A
https://twitter.com/LangmanVince/status/1376853896388304900,"Morning America: The WHO flew to China to investigate the origins of the China Virus that escaped from a lab in Whuhan 
The Chinese government told them a Bat did it and the WHO agreed and flew back home 
This is Science in 2021",Tue Mar 30 11:08:44 +0000 2021,1026576700610621441,TN US
https://twitter.com/Gwadar_Pro/status/1376773467572346881,"Dr. Zahid Anwar, Director, China Study Centre, Peshawar says due to #CPEC, #Peshawar will become a trade centre, the way it was during the Silk Road era in Medieval time. China Study Center facilities students of KP in getting Chinese Government scholarships. https://t.co/w4MDXXs4OC",Tue Mar 30 05:49:08 +0000 2021,1131465805097447424,"Nashville-Davidson, Tennessee"
https://twitter.com/MaitreyaBhakal/status/1377385103219851264,BREAKING: Latest ASPI report accuses Chinese government of using social media,Wed Mar 31 22:19:33 +0000 2021,67340282,"Philadelphia, Pennsylvania"
https://twitter.com/TSLAFanMtl/status/1377347307214094337,Having the U.S. government 🇺🇸 and the Chinese government 🇨🇳 in a pissing contest for EV industry superiority is EXACTLY what I want to see as a $TSLA and $NIO shareholder.,Wed Mar 31 19:49:22 +0000 2021,435266378,"South Carolina, SC"
https://twitter.com/Sara20121974/status/1377177432927596544,"The Chinese government should know that the regime of the Islamic Republic has lost its legitimacy for many years and is not authorized to sign any agreement on Iran.
#No2China",Wed Mar 31 08:34:21 +0000 2021,4648339855,Pennsylvania
https://twitter.com/StephenPunwasi/status/1376744512006062090,"Really enjoying the random accounts that pop up to defend the Chinese government when you mention a state investment. 

It's totally normal for local Canada man/woman to claim a mention of state-sponsored investment is sinophobia, right?",Tue Mar 30 03:54:04 +0000 2021,166364712,us
https://twitter.com/CBM97N/status/1377271988805320707,"you cant defend her by saying that the Chinese government has forced her to say this. she could’ve stayed quiet about, but she decided to show her support for something so terrible :/",Wed Mar 31 14:50:05 +0000 2021,1263579126830469121,"Philadelphia, Pennsylvania"
https://twitter.com/page_eco/status/1376884814486200329,"Fascinating study on how political regimes can use education to shape people’s views.

After the Chinese government changed textbooks:
👉People became more confident in the regime, less confident in democracy and free markets.
https://t.co/NDsxfTWOgx https://t.co/jFszs33BCa",Tue Mar 30 13:11:35 +0000 2021,817270221236879360,"San Antonio, Texas"
https://twitter.com/lia_tadesse/status/1376901346285256704,"Today, we received a donation of 300,000 doses of COVID19 sinopharm vaccine from the Chinese government. 

My sincere thanks to the Chinese government 🇨🇳 for its continued support to Ethiopia 🇪🇹 in the fight against #COVID19. https://t.co/r91Fi4Ts7M",Tue Mar 30 14:17:17 +0000 2021,2834781023,"Arizona, AZ"
