"url","user_id_str","full_text","created_at"
"https://twitter.com/ECOWARRIORSS/status/1575994916437884928","2184934963","@JubbyJJ In China they put people out with feather dusters to try and pollinate crops","Fri Sep 30 23:44:03 +0000 2022"
"https://twitter.com/KEriksenV2/status/1575496967098368002","1519520480994074625","Trudeau authorized the Chinese Government to set up their own police stations in Canada and he is hiding what went on at the Winnipeg Lab....

Long overdue for an arrest 🙃
#TrudeauMustGo #TrudeauMustGoToJail","Thu Sep 29 14:45:22 +0000 2022"
"https://twitter.com/mykelandrada/status/1575728072988377090","68353723","Did a ""free translation"" of SaraDut's himod-tumbong message for the Chinese government. Coz today is #InternationalTranslationDay #PandaigdigangArawNgPagsasalin #pangsasaling #pagsasaling https://t.co/f8LpRejkQ7","Fri Sep 30 06:03:42 +0000 2022"
"https://twitter.com/soby_jorgen/status/1575912674675740672","1011638403618631680","Toronto has unofficial Chinese police stations.

The Chinese government has opened illegal police stations worldwide, including in Canada.

https://t.co/MFASNqqD3t","Fri Sep 30 18:17:15 +0000 2022"
"https://twitter.com/DefendChina/status/1575974547009859584","1177003921853825024","My meme got stolen by one of my favorite accounts and shared by one of my favorite Chinese government officials. Feeling honored 🙏😭 https://t.co/cFlI15bbtd","Fri Sep 30 22:23:06 +0000 2022"
"https://twitter.com/TheRubyKennedy/status/1575562779846914053","1456752825485062150","I DO NOT WANT CHINESE GOVERNMENT SETTING UP POLICE STATIONS IN CANADA!","Thu Sep 29 19:06:53 +0000 2022"
"https://twitter.com/_AfricanSoil/status/1574759217243852809","1063336350","🇨🇳 | After the reports about the Chinese President, didn't see an official statement from the Chinese government to clarify what was happening

There was however an international journalist that took photos around the State house to show everything was ""normal"", nothing unusual https://t.co/XSUL1h3LSV","Tue Sep 27 13:53:49 +0000 2022"
"https://twitter.com/Qamaruzamanch/status/1574705060944445440","551861796","Finally, In China for Postdoc. Thanks to @PakPMO and Chinese Government @zhang_heqing @zlj517 https://t.co/XmMfaMLjJd","Tue Sep 27 10:18:37 +0000 2022"
"https://twitter.com/songpinganq/status/1575911324164493312","1374317368361447434","Sep 30th, 2022. Zhongning County, Ningxia Province.

Chinese government building a new quarantine camp here at the breakneck speed.

Already China has thousands of them and the goal is every town has at least one quarantine camp. https://t.co/VKsn1Wa8T7","Fri Sep 30 18:11:53 +0000 2022"
"https://twitter.com/songpinganq/status/1575557159630540800","1374317368361447434","Chinese government brain washing pupils to be faithful and loyal to Xi Jinping , with this Mao era loyalty dance https://t.co/tQPXgLZNME","Thu Sep 29 18:44:33 +0000 2022"
